id,input_len,output_len,arrival_time
25642,158,8800,25451696.466895
25643,253,12504,25455036.046796
25644,140,9815,25456519.418729
25645,129,19582,25456755.825872
25646,170,20898,25456788.166598
25647,84,11847,25457204.207425
25648,122,27789,25458178.511050
25649,86,14137,25458296.072581
25650,166,7020,25459394.682029
25651,66,7750,25460589.112680
25652,122,9859,25461118.990089
25653,357,19126,25461600.183929
25654,116,26002,25462165.616789
25655,299,17454,25464047.039824
25656,189,30000,25464439.880112
25657,131,4849,25464793.760131
25658,204,30000,25465254.688911
25659,131,7312,25465897.594224
25660,93,14284,25466817.804351
25661,212,9736,25470186.488222
25662,74,12641,25470598.538940
25663,148,29704,25471597.625423
25664,133,4755,25473655.985673
25665,120,5262,25474103.069257
25666,140,11155,25474468.099643
25667,279,17910,25475173.137061
25668,125,7332,25476362.715080
25669,76,7162,25477756.243326
25670,130,21906,25478134.390493
25671,123,2411,25479219.428769
25672,123,18331,25479673.839183
25673,105,8166,25479726.946964
25674,91,11960,25479799.878634
25675,129,12124,25480146.587268
25676,147,11435,25481120.904876
25677,156,22172,25481320.675974
25678,63,12249,25482458.481583
25679,140,17527,25482556.171455
25680,138,7920,25482696.202799
25681,96,8739,25483698.320466
25682,106,17341,25484775.491056
25683,184,23146,25485341.401375
25684,76,11516,25488033.481891
25685,128,6196,25489399.586647
25686,113,11261,25489891.569569
25687,75,21758,25489952.524834
25688,204,30000,25492325.506197
25689,83,24167,25492973.600391
25690,99,7885,25492989.468973
25691,508,30000,25493149.622052
25692,241,11910,25493253.904186
25693,154,20413,25494632.172751
25694,187,12224,25496620.496023
25695,197,16279,25496719.846975
25696,91,9957,25496842.049612
25697,91,12672,25497947.765925
25698,147,11359,25499929.761839
25699,77,15260,25500030.877785
25700,146,15565,25503772.258069
25701,91,10029,25504773.266060
25702,155,6646,25505831.302063
25703,109,7836,25507298.416763
25704,489,15623,25507381.337098
25705,125,9941,25507617.669547
25706,274,16297,25508102.903438
25707,84,16032,25509019.851296
25708,169,10289,25509897.994431
25709,194,19513,25510532.665194
25710,94,7578,25511058.651341
25711,211,12703,25511718.976485
25712,285,12117,25514145.078427
25713,203,9114,25514404.383248
25714,182,19176,25514904.106289
25715,113,11440,25516760.180192
25716,112,16638,25516915.885006
25717,126,24664,25517335.068211
25718,83,30000,25518515.635142
25719,382,30000,25518616.520218
25720,101,6075,25518811.055935
25721,102,18027,25520065.028785
25722,167,8297,25521682.091961
25723,145,7483,25522570.327120
25724,105,8516,25522772.923212
25725,126,20113,25523454.074087
25726,105,10347,25523954.743845
25727,204,19309,25524807.307212
25728,82,11709,25524890.875169
25729,123,16915,25525096.535959
25730,101,13814,25527287.658734
25731,163,18215,25528990.194019
25732,177,18056,25529700.101206
25733,73,25055,25529742.279678
25734,264,11165,25529822.468978
25735,128,30000,25530011.744109
25736,175,16489,25531694.147664
25737,105,12896,25532164.711052
25738,93,22291,25533219.380347
25739,90,7512,25535486.249608
25740,145,11213,25536008.309520
25741,88,12542,25537572.902573
25742,91,12789,25537612.359927
25743,86,17243,25537945.458687
25744,175,23697,25540055.802440
25745,468,25460,25541365.891470
25746,197,30000,25542493.832164
25747,206,30000,25542778.615115
25748,118,11546,25546209.379687
25749,157,9238,25546373.842930
25750,191,28543,25546465.899524
25751,92,8896,25546649.578820
25752,107,15443,25547158.377008
25753,79,21037,25548263.201975
25754,85,5761,25550565.230934
25755,128,6988,25550613.522253
25756,258,12627,25551363.247183
25757,144,11868,25552092.542125
25758,121,10706,25554364.380039
25759,111,12483,25554448.922959
25760,176,8215,25555033.101704
25761,143,21696,25557574.868673
25762,155,10128,25557668.961633
25763,206,30000,25558274.669191
25764,303,11911,25558516.896014
25765,140,30000,25558575.101306
25766,145,10864,25558840.738372
25767,97,13172,25559397.662067
25768,175,26088,25560101.949704
25769,140,23571,25561162.950048
25770,117,11152,25562116.956865
25771,176,21834,25562323.468771
25772,104,14468,25562404.260958
25773,78,5417,25562434.759985
25774,140,9931,25564948.078265
25775,110,9704,25565278.146060
25776,167,13151,25565546.491378
25777,67,8431,25565840.691330
25778,93,8376,25565968.240448
25779,157,17093,25566218.344659
25780,98,15411,25566545.020287
25781,132,16200,25568142.787483
25782,1336,20610,25568555.578966
25783,99,11559,25568929.866813
25784,93,30000,25570202.471688
25785,86,6841,25570686.456589
25786,128,7154,25571870.644596
25787,229,30000,25573736.162869
25788,64,21761,25573755.530952
25789,98,16647,25576925.828772
25790,128,7519,25577522.778430
25791,114,4115,25578318.901971
25792,131,12499,25578391.838053
25793,141,9116,25578611.933869
25794,118,21856,25579607.105100
25795,112,14568,25580119.331689
25796,123,9787,25581783.857962
25797,98,12808,25583074.252523
25798,152,15881,25584751.060428
25799,190,28039,25585435.530719
25800,132,17571,25587133.585769
25801,216,24771,25587777.866829
25802,128,10866,25588742.859655
25803,132,4866,25590100.072909
25804,139,27871,25590163.967428
25805,116,12970,25590677.877965
25806,119,12850,25590698.003500
25807,65,3481,25592178.203317
25808,125,7332,25593534.264537
25809,93,13227,25593740.218844
25810,123,3539,25593750.082258
25811,95,6421,25594206.815349
25812,388,24281,25595702.899897
25813,129,7372,25595816.236341
25814,108,30000,25596039.432403
25815,74,10460,25596752.810814
25816,194,19513,25597062.976457
25817,206,30000,25598002.900733
25818,154,8435,25599736.783656
25819,100,9379,25599771.343877
25820,179,17265,25601111.926628
25821,150,7844,25601870.929140
25822,94,7303,25604349.677258
25823,83,8916,25606420.654728
25824,66,17958,25606801.031257
25825,75,5291,25607023.080724
25826,132,4153,25607224.409830
25827,134,10143,25609351.388502
25828,149,22506,25609807.813012
25829,221,30000,25610635.522646
25830,80,17111,25611054.151340
25831,127,19626,25612918.241574
25832,130,10965,25614566.572281
25833,130,21906,25615040.429341
25834,104,25298,25615115.536506
25835,80,16027,25615185.468089
25836,111,30000,25616262.725704
25837,65,11990,25620328.734335
25838,146,6377,25621003.407584
25839,128,29067,25621689.585132
25840,116,8431,25621822.190952
25841,155,10826,25624271.887147
25842,129,12124,25626862.505038
25843,120,14847,25627713.366090
25844,112,8026,25628127.435855
25845,108,8876,25628805.263888
25846,54,10960,25629565.397205
25847,141,17273,25630519.385816
25848,130,21906,25631860.182915
25849,85,17594,25632149.773629
25850,115,16456,25634370.105480
25851,109,12427,25634390.835958
25852,83,24167,25635916.589887
25853,134,30000,25637102.069669
25854,143,30000,25638391.650160
25855,130,10121,25638401.876685
25856,92,8824,25640982.875522
25857,128,10866,25641080.393656
25858,89,30000,25641322.965922
25859,99,5037,25642342.756899
25860,151,8288,25642421.645989
25861,101,11324,25642677.136050
25862,195,5954,25643260.034798
25863,121,13582,25644494.364279
25864,176,30000,25646756.732692
25865,88,9026,25646844.239662
25866,137,9925,25647069.226201
25867,160,13874,25648739.060040
25868,94,10264,25651001.302353
25869,120,16158,25651118.231606
25870,119,7477,25651843.315759
25871,110,11054,25654375.235685
25872,394,30000,25654875.885626
25873,116,21734,25655605.310408
25874,196,11466,25657268.716248
25875,66,16955,25660333.090756
25876,200,19570,25661607.982059
25877,176,30000,25662000.007053
25878,89,22950,25662673.608865
25879,131,20268,25663806.724379
25880,187,14210,25665181.506933
25881,372,12379,25665237.239879
25882,196,11863,25668400.957831
25883,189,30000,25670397.228356
25884,400,30000,25675408.490923
25885,118,11109,25678264.053491
25886,89,4301,25678543.929188
25887,93,9296,25678715.143489
25888,106,18835,25679915.478672
25889,96,10057,25681228.592214
25890,133,7944,25682051.503778
25891,212,5237,25682255.991633
25892,191,30000,25684921.165491
25893,132,18578,25684930.533798
25894,121,7382,25685178.947124
25895,147,24154,25686164.701737
25896,78,11279,25686658.568348
25897,212,9736,25687235.478199
25898,211,19579,25687662.149534
25899,98,15411,25687801.569438
25900,129,21824,25693414.327643
25901,146,11614,25693463.158818
25902,149,14605,25693543.781789
25903,104,9806,25695436.724206
25904,111,14918,25695711.937419
25905,123,12867,25695929.056097
25906,131,4849,25696132.593740
25907,100,5246,25696176.084033
25908,103,7315,25698182.795361
25909,137,19819,25698373.572420
25910,211,12703,25700313.152420
25911,66,22432,25702197.955196
25912,258,13593,25702942.810188
25913,267,13642,25705201.869426
25914,120,11929,25708557.806664
25915,111,18779,25710064.364486
25916,55,12515,25710802.630957
25917,109,18885,25711774.793084
25918,82,11709,25712659.869225
25919,200,15716,25712935.812446
25920,147,10191,25713140.434644
25921,121,8606,25714828.509345
25922,118,11247,25715629.500290
25923,114,7761,25715766.386531
25924,64,16916,25717499.320709
25925,134,12617,25719855.494398
25926,125,24154,25719892.010766
25927,550,8436,25721283.963430
25928,121,8797,25721834.536444
25929,178,18565,25722486.595368
25930,90,7627,25723123.194214
25931,190,28243,25726152.386500
25932,389,8337,25726489.537443
25933,90,29308,25727757.026462
25934,61,21693,25728526.627826
25935,206,30000,25728995.129242
25936,131,11879,25729616.980138
25937,111,30000,25731126.317226
25938,107,4514,25732275.594156
25939,74,18182,25732436.130549
25940,108,11701,25736606.659517
25941,162,11642,25738284.164628
25942,114,10958,25738322.700269
25943,168,15711,25739328.659882
25944,95,22506,25739720.158278
25945,169,13706,25741312.889710
25946,178,23900,25741941.859372
25947,196,10095,25741969.635068
25948,91,11393,25745930.845775
25949,221,23305,25746431.849086
25950,132,14965,25747338.631940
25951,113,22864,25748163.120441
25952,140,14260,25749259.961574
25953,461,15510,25750150.987986
25954,141,15592,25750476.116010
25955,90,9474,25753945.957365
25956,114,3374,25754135.776527
25957,103,9654,25754560.892843
25958,183,30000,25755038.429274
25959,186,30000,25755302.395094
25960,93,10384,25755988.994123
25961,184,23146,25757074.042946
25962,93,5456,25758433.521853
25963,158,30000,25759394.660655
25964,73,25055,25761362.317547
25965,90,7627,25762240.675560
25966,54,9852,25762523.555457
25967,171,10256,25762585.348933
25968,245,10134,25763172.389342
25969,257,13956,25763986.000442
25970,131,5159,25764947.353637
25971,125,10696,25765168.358091
25972,125,25131,25767447.743626
25973,106,19311,25767848.129236
25974,180,18656,25771625.646239
25975,145,16557,25772060.860600
25976,170,15099,25772210.436425
25977,203,12185,25773101.996630
25978,221,23305,25775146.879103
25979,148,17708,25775894.219013
25980,137,9925,25777049.973177
25981,85,19227,25777167.087999
25982,103,12127,25777526.951876
25983,258,11321,25777898.500223
25984,105,9913,25778106.736542
25985,100,5246,25779248.922197
25986,102,26628,25779876.514626
25987,99,2788,25780435.003300
25988,128,11622,25781350.576092
25989,89,7146,25781670.192468
25990,161,30000,25785934.008079
25991,94,7930,25786472.027263
25992,108,30000,25789044.078830
25993,148,9779,25789221.438078
25994,106,18835,25790808.754086
25995,104,7548,25791664.579735
25996,125,7571,25791951.529876
25997,140,11155,25792749.839635
25998,143,25734,25793140.151850
25999,206,11135,25793396.134603
26000,136,9698,25795854.236870
26001,123,22843,25797270.209741
26002,104,8154,25797570.888783
26003,102,5721,25800660.961106
26004,148,23147,25802339.351532
26005,107,5268,25803935.393011
26006,169,10289,25806086.916312
26007,146,18516,25806320.093120
26008,101,11324,25806503.781899
26009,156,10834,25808018.954351
26010,55,14100,25808651.599356
26011,161,12209,25809518.240904
26012,136,19618,25811230.240509
26013,115,7948,25812821.850230
26014,551,30000,25812827.682337
26015,76,25053,25813795.971987
26016,156,9048,25817408.585633
26017,113,12209,25818642.737510
26018,79,9474,25819971.789222
26019,176,6906,25821180.669995
26020,81,10988,25821413.595470
26021,90,8177,25827142.671169
26022,195,18202,25829260.041087
26023,83,30000,25830430.078690
26024,167,26153,25830853.017109
26025,101,11342,25831629.348151
26026,75,6335,25831700.982587
26027,72,12192,25832962.491961
26028,135,8950,25833337.742784
26029,119,8546,25833375.040907
26030,74,18182,25833506.777828
26031,82,10761,25834454.691620
26032,170,20898,25835639.792484
26033,551,30000,25835860.772522
26034,91,10837,25837005.887260
26035,204,9487,25837286.429070
26036,109,6928,25838571.082297
26037,468,21139,25839199.726044
26038,101,5152,25839270.492056
26039,101,16571,25840188.394081
26040,109,28505,25841484.664215
26041,140,23087,25841873.187854
26042,123,17449,25842007.559947
26043,206,30000,25843310.668107
26044,77,8912,25843319.374132
26045,140,11155,25847132.918299
26046,217,20739,25847268.286547
26047,98,15411,25849068.301953
26048,551,30000,25849427.302924
26049,132,18570,25853206.990376
26050,124,10644,25854113.492517
26051,195,8124,25854383.133733
26052,82,8911,25854583.811662
26053,264,11165,25855060.912800
26054,91,12535,25855369.988336
26055,107,18653,25856040.636079
26056,147,7886,25857016.550006
26057,125,11122,25861322.085813
26058,177,6129,25862314.966773
26059,100,8596,25862645.864712
26060,98,14361,25863571.733882
26061,98,10752,25863656.533839
26062,252,27042,25864281.332144
26063,98,10006,25865161.071362
26064,95,10878,25865451.537933
26065,165,22040,25869068.473142
26066,214,15417,25870323.229504
26067,85,7344,25870609.343858
26068,226,24649,25871008.657844
26069,148,17136,25871154.480354
26070,82,10101,25871231.196226
26071,132,13714,25871632.011950
26072,131,11879,25871951.915593
26073,139,9794,25871960.596162
26074,112,16152,25872190.240416
26075,85,9208,25874281.043850
26076,98,10752,25878696.203651
26077,198,8794,25879378.132096
26078,159,22384,25880716.460747
26079,116,11401,25881373.316701
26080,125,8139,25882586.497215
26081,116,7833,25882814.049896
26082,104,6973,25884131.738765
26083,100,8596,25885717.001302
26084,89,9493,25886276.576642
26085,111,29705,25886428.996751
26086,183,21490,25887826.952005
26087,100,12540,25889063.280948
26088,258,12542,25890715.929019
26089,84,9082,25891758.652373
26090,76,6261,25892253.976858
26091,87,12635,25892329.049054
26092,187,17499,25892456.787476
26093,119,11015,25893016.456063
26094,80,11279,25894422.733313
26095,110,19336,25895249.964445
26096,107,15042,25896018.371553
26097,93,5660,25896888.683779
26098,72,6603,25897255.634679
26099,177,16324,25897281.520140
26100,157,12423,25898635.589386
26101,162,14460,25899129.956545
26102,118,9687,25899488.853818
26103,88,9026,25900134.029669
26104,261,12555,25901587.922835
26105,107,20620,25902720.753434
26106,168,15711,25903734.065680
26107,125,7571,25904190.856545
26108,189,30000,25907158.315855
26109,198,8054,25907649.039696
26110,77,13102,25909207.040359
26111,148,23147,25909707.420744
26112,59,12044,25910568.527836
26113,116,21161,25910988.786703
26114,76,10561,25911035.769988
26115,80,14932,25911053.459579
26116,121,22150,25913194.823563
26117,111,9502,25913410.858913
26118,122,27789,25915840.388791
26119,90,24786,25917153.389651
26120,74,22923,25917569.828705
26121,126,7120,25917962.330468
26122,104,5967,25919754.408340
26123,125,10742,25920328.934476
26124,184,12824,25921798.244836
26125,176,9679,25922476.899283
26126,114,15335,25923927.896133
26127,151,18834,25925412.030167
26128,55,13818,25926425.400295
26129,116,2820,25928931.103986
26130,108,11737,25929343.612013
26131,159,16509,25929606.719233
26132,108,23355,25930990.836571
26133,202,30000,25931713.579883
26134,160,11369,25932291.835129
26135,150,9126,25932598.312365
26136,122,16890,25933349.363408
26137,124,9362,25933914.268736
26138,117,12152,25935754.662536
26139,110,11047,25936099.153076
26140,108,9429,25936216.794512
26141,122,6478,25936492.157630
26142,140,23571,25936543.666383
26143,101,11535,25938617.821689
26144,156,10794,25938926.754367
26145,97,12469,25939366.429150
26146,129,19561,25941200.896361
26147,169,19227,25942222.012836
26148,175,25297,25943180.409454
26149,175,26088,25944355.860625
26150,54,10475,25945316.671007
26151,99,4413,25945744.838576
26152,97,21989,25945882.068089
26153,245,10852,25950722.151813
26154,147,7886,25951270.626292
26155,140,11064,25951849.022763
26156,75,21758,25952579.914478
26157,101,5826,25953782.645047
26158,70,3878,25954189.261561
26159,147,7014,25955024.688410
26160,162,17977,25955886.450178
26161,104,10698,25958162.828189
26162,82,14970,25958943.374725
26163,215,30000,25958979.469653
26164,115,9620,25959076.575728
26165,75,30000,25959538.437991
26166,169,12270,25961777.882341
26167,124,20256,25964073.917288
26168,338,8190,25964241.496749
26169,163,12837,25964441.209686
26170,139,12459,25964873.706841
26171,123,8702,25966066.523973
26172,182,12570,25966277.910102
26173,108,28878,25966997.080194
26174,114,7712,25968793.357725
26175,121,8606,25970195.077284
26176,74,22923,25970984.812627
26177,67,1198,25973316.429708
26178,138,14006,25973379.815853
26179,162,2911,25974657.711075
26180,108,11737,25976569.785535
26181,175,23697,25976625.700486
26182,121,20558,25977637.894381
26183,123,8702,25980392.450905
26184,97,30000,25981597.325216
26185,124,11962,25982621.787321
26186,108,5854,25982755.524754
26187,111,11195,25983611.246545
26188,206,30000,25983756.221142
26189,119,19470,25983767.087975
26190,206,29750,25983949.009952
26191,128,7154,25984195.237220
26192,164,28594,25985689.861766
26193,237,17212,25986527.028365
26194,112,27061,25988105.788283
26195,133,19640,25989223.804204
26196,78,19137,25991287.940819
26197,170,15099,25991396.237874
26198,146,11303,25992040.967504
26199,67,8697,25993608.638822
26200,126,30000,25994165.446109
26201,55,8163,25994608.795360
26202,600,28478,25995978.615472
26203,122,18164,25996604.155674
26204,107,16950,25997169.349005
26205,216,24771,25997942.216970
26206,146,5067,25999908.537804
26207,72,12192,26000395.995727
26208,130,10591,26000631.813486
26209,490,19674,26000794.594779
26210,166,12569,26001411.586916
26211,215,30000,26001729.988695
26212,211,21110,26002042.257998
26213,93,14284,26002110.668917
26214,121,5348,26002495.159900
26215,202,30000,26003133.368798
26216,204,9487,26003378.689361
26217,120,11016,26003969.667694
26218,167,8095,26004351.782854
26219,55,13858,26004701.782160
26220,140,11781,26005069.821608
26221,172,8057,26005156.037686
26222,64,10147,26005200.621607
26223,131,11743,26005558.138755
26224,148,9883,26008776.371200
26225,136,19391,26010815.981163
26226,123,9787,26011184.500351
26227,145,7475,26014461.281094
26228,112,9647,26015327.072068
26229,215,30000,26016020.250531
26230,86,14137,26017172.541409
26231,191,21782,26017603.741070
26232,86,12549,26025303.291406
26233,347,11910,26025575.630435
26234,194,18016,26026200.915066
26235,102,11742,26026242.301949
26236,123,11022,26026505.981840
26237,92,10752,26027525.696703
26238,189,30000,26028329.843870
26239,136,30000,26029386.648485
26240,184,12824,26031363.547582
26241,71,11168,26031968.695597
26242,83,7674,26032112.233872
26243,584,28193,26032863.433905
26244,74,30000,26034185.798679
26245,263,21229,26034713.883966
26246,151,17873,26035542.171507
26247,141,17273,26035633.668532
26248,95,11682,26036216.878250
26249,131,14417,26041021.694518
26250,76,11502,26041335.180763
26251,160,18906,26041463.649091
26252,168,15711,26043714.909028
26253,93,19901,26044768.164187
26254,128,5691,26045127.509485
26255,177,19814,26045236.808099
26256,217,19989,26046165.954732
26257,98,15411,26046278.791301
26258,162,18332,26046933.241902
26259,139,22449,26046990.979601
26260,208,18198,26049109.584191
26261,267,14483,26050554.320984
26262,140,5891,26050629.754004
26263,154,11135,26050779.097477
26264,109,14941,26051627.349242
26265,118,22276,26051861.747123
26266,263,19202,26052878.282872
26267,184,12362,26053396.085605
26268,135,9149,26054301.501769
26269,162,18613,26055290.550514
26270,118,4622,26056759.212710
26271,104,15109,26057638.764525
26272,92,8824,26060025.547968
26273,86,13112,26060859.840550
26274,173,29113,26061065.593043
26275,119,12850,26061450.544997
26276,101,4626,26061532.515475
26277,176,9575,26061569.149337
26278,111,8033,26061611.180936
26279,117,19754,26061980.849248
26280,78,13905,26062054.291999
26281,136,21161,26066517.156725
26282,94,7930,26067622.515912
26283,79,8665,26067757.425146
26284,182,11276,26067875.505635
26285,299,20484,26068117.983643
26286,89,4301,26069143.009282
26287,107,17725,26069470.490474
26288,90,12048,26071240.013940
26289,95,22468,26071339.912931
26290,260,28368,26071656.440746
26291,181,6876,26071677.105241
26292,126,30000,26072991.560682
26293,85,29736,26073613.027534
26294,151,15634,26073762.330751
26295,109,6011,26075523.299086
26296,114,7761,26078819.933310
26297,202,9339,26079403.013532
26298,108,8275,26079683.669334
26299,114,8582,26082749.919805
26300,66,21883,26083281.724377
26301,72,7326,26083500.185498
26302,123,28048,26083905.321103
26303,90,12482,26085419.038877
26304,82,10545,26085819.681027
26305,83,24167,26086256.944342
26306,86,17353,26087308.012821
26307,142,12520,26087340.078911
26308,118,11331,26087453.297969
26309,211,19579,26089261.231308
26310,96,15875,26089464.296016
26311,119,8945,26090323.254554
26312,146,11614,26091325.920777
26313,107,17725,26092088.501388
26314,82,11581,26092561.835846
26315,299,17454,26092876.856713
26316,141,10693,26093219.703519
26317,63,10624,26093931.616424
26318,186,30000,26094161.367413
26319,123,23980,26094641.450849
26320,106,11639,26095337.185219
26321,211,21240,26095410.364352
26322,100,5827,26095888.079670
26323,147,7634,26096076.722044
26324,99,7856,26096166.482670
26325,67,1304,26096321.762575
26326,160,28593,26096410.574391
26327,104,10826,26098211.472919
26328,98,30000,26098655.437385
26329,91,17743,26100768.878824
26330,123,11475,26101122.468217
26331,204,9487,26101266.920656
26332,108,12279,26102042.606685
26333,69,10611,26102367.975580
26334,167,26153,26103092.657400
26335,584,28193,26104809.819334
26336,137,30000,26105342.025879
26337,102,4433,26105923.853253
26338,67,1198,26108307.525077
26339,83,7674,26112618.889211
26340,114,16148,26112847.757263
26341,121,7490,26113351.934121
26342,109,18702,26113451.283144
26343,97,19726,26115254.699122
26344,150,11738,26119646.590580
26345,79,12209,26119874.036206
26346,102,10825,26121122.750960
26347,279,14208,26121319.378943
26348,121,9859,26122189.574921
26349,231,26274,26123995.906519
26350,83,30000,26125335.655464
26351,90,29308,26125487.387144
26352,123,17449,26125542.388252
26353,138,11348,26126534.530512
26354,124,14514,26126750.529041
26355,206,12391,26128433.603660
26356,206,30000,26128619.238897
26357,182,11758,26129056.345910
26358,152,10260,26129101.296564
26359,207,30000,26130852.549616
26360,80,12576,26130925.410420
26361,113,2160,26132057.777378
26362,223,25396,26132808.271648
26363,177,12629,26133899.328659
26364,101,16220,26134273.242851
26365,89,17674,26134731.967160
26366,92,8896,26134828.963733
26367,148,12599,26136174.262302
26368,91,15130,26136524.126920
26369,120,19323,26137884.545677
26370,159,16509,26137996.140469
26371,105,7052,26138111.081729
26372,91,10138,26138822.527605
26373,109,16706,26140260.843599
26374,169,12270,26140960.691121
26375,106,7796,26142727.461781
26376,157,9453,26144599.739001
26377,103,18717,26144935.624587
26378,550,9704,26148604.410887
26379,170,19892,26151073.756234
26380,189,30000,26151081.159800
26381,119,2184,26152371.571487
26382,148,23147,26152489.395334
26383,108,17316,26154130.652084
26384,75,6761,26156077.222664
26385,109,8384,26157913.422324
26386,65,3694,26159148.688850
26387,183,30000,26160252.331735
26388,98,14111,26160258.400129
26389,177,18056,26160861.384959
26390,76,11516,26162486.649154
26391,140,9031,26165086.047776
26392,137,7841,26165417.020027
26393,78,11434,26165828.940113
26394,206,30000,26166529.422198
26395,144,11868,26167330.775455
26396,193,30000,26167409.730463
26397,124,9571,26172192.477296
26398,526,17753,26173336.428829
26399,100,7307,26173622.788012
26400,106,11639,26173642.409683
26401,169,15022,26174105.024050
26402,83,24167,26174224.070606
26403,257,13956,26175562.106940
26404,388,24281,26175767.510626
26405,172,14378,26176241.319356
26406,123,19212,26176878.396887
26407,82,11581,26177116.698630
26408,109,12427,26177285.398945
26409,127,9755,26177289.632535
26410,98,8045,26179092.265563
26411,179,13230,26182192.667426
26412,164,15950,26182272.526994
26413,131,20382,26182887.319340
26414,82,13630,26183749.029041
26415,159,23481,26184142.928380
26416,120,11929,26185965.823991
26417,103,11928,26186308.339908
26418,162,18220,26187053.498130
26419,376,15377,26187622.235123
26420,88,8467,26187681.352536
26421,70,23620,26189355.450461
26422,91,8159,26189824.832635
26423,123,3539,26190576.998135
26424,198,8794,26192744.760023
26425,180,22449,26192770.665431
26426,119,12493,26193439.834271
26427,159,10449,26193567.506918
26428,77,12730,26194028.590847
26429,97,12854,26195016.052495
26430,172,8371,26195043.997547
26431,117,15032,26196464.611828
26432,148,12389,26197542.181207
26433,114,11844,26197606.072701
26434,184,23146,26198116.611991
26435,108,8876,26198662.441628
26436,83,6346,26199592.055500
26437,188,22538,26199599.641444
26438,54,15523,26201158.140917
26439,123,9787,26202116.914176
26440,162,11642,26202185.044553
26441,100,13645,26202310.233078
26442,142,8436,26203980.472209
26443,88,11092,26204342.907864
26444,139,9121,26204851.148854
26445,220,9847,26205437.935229
26446,142,14927,26207679.624690
26447,118,16927,26208971.698205
26448,114,11844,26211819.089210
26449,64,12470,26212317.409021
26450,187,12224,26212567.383184
26451,104,7548,26212648.976277
26452,181,12422,26215045.316193
26453,134,20162,26215786.488505
26454,128,10068,26217946.243710
26455,86,17310,26218043.956122
26456,93,12447,26219072.339093
26457,97,30000,26219076.929719
26458,123,23784,26221977.349044
26459,102,7461,26222440.816973
26460,125,24154,26223000.489520
26461,122,9859,26225312.053101
26462,111,21689,26225912.998672
26463,144,14291,26227288.535551
26464,258,11321,26227289.771398
26465,109,12427,26227796.509691
26466,83,30000,26228827.727002
26467,114,14952,26228840.895828
26468,129,20683,26229320.362351
26469,57,12092,26229768.274608
26470,111,9140,26230249.559456
26471,80,12576,26231944.598863
26472,115,11244,26232452.128229
26473,79,19786,26232702.214046
26474,117,11152,26235477.203065
26475,145,11417,26235586.252018
26476,124,9362,26236662.902759
26477,170,8547,26238010.550978
26478,260,20672,26239220.468532
26479,124,20256,26239430.773903
26480,94,9850,26240258.468064
26481,109,11764,26240640.554131
26482,167,9802,26240881.872140
26483,91,11294,26241673.931108
26484,76,7169,26245387.010195
26485,252,26333,26247727.827360
26486,144,18815,26248413.858861
26487,149,12157,26249058.838126
26488,138,7517,26249515.987986
26489,138,7970,26250227.862673
26490,111,30000,26250279.758444
26491,78,15887,26251243.320884
26492,211,19579,26251274.777610
26493,108,17106,26251563.328598
26494,50,15752,26252009.028311
26495,121,11668,26252339.822477
26496,84,6463,26254628.044116
26497,126,12984,26254787.691471
26498,148,22046,26255762.750258
26499,104,20096,26257060.091414
26500,125,7332,26257313.029584
26501,151,17482,26259347.020919
26502,177,18056,26259507.055098
26503,411,21449,26260696.769420
26504,115,8321,26261934.085009
26505,150,12387,26262421.313433
26506,56,7956,26264440.956594
26507,126,10007,26265812.888897
26508,98,25592,26266308.721106
26509,122,9120,26267047.327717
26510,69,10918,26268350.935298
26511,212,24759,26268970.369564
26512,155,7230,26272645.488833
26513,136,10694,26272860.597526
26514,133,6729,26273983.487200
26515,55,13832,26274652.885763
26516,113,4965,26275384.649784
26517,130,11185,26276843.539808
26518,95,11474,26277043.798194
26519,78,12347,26277269.360655
26520,181,6665,26278323.522371
26521,218,14070,26278692.272277
26522,157,10506,26279936.273265
26523,124,20908,26281403.084100
26524,133,7944,26285005.398094
26525,99,4745,26286286.297929
26526,138,7970,26287389.573246
26527,79,10758,26288683.160800
26528,111,30000,26292483.843464
26529,214,11167,26292672.113817
26530,101,5404,26294831.937890
26531,85,5761,26298276.366122
26532,138,6812,26298961.820121
26533,148,17708,26301314.872346
26534,135,5341,26302450.638522
26535,124,19917,26302708.171418
26536,152,11230,26303030.665165
26537,142,13893,26303468.697434
26538,83,30000,26303827.381873
26539,126,18359,26303874.818681
26540,167,23590,26304627.483030
26541,146,18973,26305581.494349
26542,118,22276,26306233.522741
26543,91,11960,26306573.066601
26544,128,17621,26307192.114004
26545,167,20978,26307554.573489
26546,140,15820,26307772.486624
26547,167,20978,26309934.291436
26548,126,17785,26311474.297703
26549,100,7864,26311627.425061
26550,126,10007,26315549.239359
26551,151,18834,26315724.065681
26552,551,30000,26315952.328337
26553,138,30000,26316162.947580
26554,186,30000,26316663.935670
26555,394,28505,26317069.453589
26556,275,14262,26317998.291350
26557,382,27908,26318182.530134
26558,185,13232,26318261.050628
26559,107,15653,26319323.442436
26560,65,3481,26319507.676948
26561,129,10507,26320170.903947
26562,160,10121,26321953.411952
26563,90,10755,26323228.406912
26564,82,16067,26323679.328760
26565,123,23980,26323760.344149
26566,80,10675,26323788.402580
26567,97,19726,26325317.677396
26568,95,11682,26325754.104740
26569,148,9883,26326122.884511
26570,106,4531,26326416.009291
26571,206,24071,26326519.918283
26572,133,18800,26326553.508685
26573,146,24514,26327340.079043
